cubeJuliaTimeStep, cubeRomeo.position.x, cubeRomeo.velocity.x,cubeRomeo.mass, cubeRomeoImpulse, cubeRomeoKinetic, cubeJulia.position.x, cubeJulia.velocity.x,cubeJulia.mass, cubeJuliaImpulse, velocityEnd, cubeKineticEnd, forceOnJulia, GesamtImpluls, ImpulsCheck }
0.4,-3.978,0.7600001,2,1.52,0.5776001,-10.66,0,2,0,0.38,0.2888,0.7600001,1.52,1.52
0.42,-3.962,0.8000001,2,1.6,0.6400001,-10.66,0,2,0,0.4,0.3200001,0.8000001,1.6,1.6
0.4400001,-3.9452,0.8400001,2,1.68,0.7056001,-10.66,0,2,0,0.42,0.3528001,0.8400001,1.68,1.68
0.4600001,-3.9276,0.8800001,2,1.76,0.7744002,-10.66,0,2,0,0.4400001,0.3872001,0.8800001,1.76,1.76
0.4800001,-3.9092,0.9200001,2,1.84,0.8464003,-10.66,0,2,0,0.4600001,0.4232001,0.9200001,1.84,1.84
0.5000001,-3.89,0.9600002,2,1.92,0.9216003,-10.66,0,2,0,0.4800001,0.4608001,0.9600002,1.92,1.92
0.52,-3.87,1,2,2,1,-10.66,0,2,0,0.5000001,0.5000001,1,2,2
0.54,-3.8492,1.04,2,2.08,1.0816,-10.66,0,2,0,0.52,0.5408001,1.04,2.08,2.08
0.56,-3.8276,1.08,2,2.16,1.1664,-10.66,0,2,0,0.54,0.5832,1.08,2.16,2.16
0.58,-3.8052,1.12,2,2.24,1.2544,-10.66,0,2,0,0.56,0.6272,1.12,2.24,2.24
0.6,-3.782,1.16,2,2.32,1.3456,-10.66,0,2,0,0.58,0.6727999,1.16,2.32,2.32
0.6199999,-3.758,1.2,2,2.4,1.44,-10.66,0,2,0,0.6,0.7199999,1.2,2.4,2.4
0.6399999,-3.7332,1.24,2,2.48,1.5376,-10.66,0,2,0,0.6199999,0.7687998,1.24,2.48,2.48
0.6599999,-3.7076,1.28,2,2.56,1.6384,-10.66,0,2,0,0.6399999,0.8191998,1.28,2.56,2.56
0.6799999,-3.6812,1.32,2,2.64,1.742399,-10.66,0,2,0,0.6599999,0.8711997,1.32,2.64,2.64
0.6999999,-3.654,1.36,2,2.72,1.849599,-10.66,0,2,0,0.6799999,0.9247997,1.36,2.72,2.72
0.7199998,-3.626,1.4,2,2.799999,1.959999,-10.66,0,2,0,0.6999999,0.9799997,1.4,2.799999,2.799999
0.7399998,-3.5972,1.44,2,2.879999,2.073599,-10.66,0,2,0,0.7199998,1.0368,1.44,2.879999,2.879999
0.7599998,-3.5676,1.48,2,2.959999,2.190399,-10.66,0,2,0,0.7399998,1.095199,1.48,2.959999,2.959999
0.7799998,-3.5372,1.52,2,3.039999,2.310399,-10.66,0,2,0,0.7599998,1.155199,1.52,3.039999,3.039999
0.7999998,-3.506001,1.56,2,3.119999,2.433599,-10.66,0,2,0,0.7799998,1.216799,1.56,3.119999,3.119999
0.8199998,-3.474,1.6,2,3.199999,2.559999,-10.66,0,2,0,0.7999998,1.279999,1.6,3.199999,3.199999
0.8399997,-3.4412,1.64,2,3.279999,2.689598,-10.66,0,2,0,0.8199998,1.344799,1.64,3.279999,3.279999
0.8599997,-3.4076,1.679999,2,3.359999,2.822398,-10.66,0,2,0,0.8399997,1.411199,1.679999,3.359999,3.359999
0.8799997,-3.3732,1.719999,2,3.439999,2.958398,-10.66,0,2,0,0.8599997,1.479199,1.719999,3.439999,3.439999
0.8999997,-3.338001,1.759999,2,3.519999,3.097598,-10.66,0,2,0,0.8799997,1.548799,1.759999,3.519999,3.519999
0.9199997,-3.302001,1.799999,2,3.599999,3.239998,-10.66,0,2,0,0.8999997,1.619999,1.799999,3.599999,3.599999
0.9399996,-3.265201,1.839999,2,3.679999,3.385597,-10.66,0,2,0,0.9199997,1.692799,1.839999,3.679999,3.679999
0.9599996,-3.227601,1.879999,2,3.759999,3.534397,-10.66,0,2,0,0.9399996,1.767199,1.879999,3.759999,3.759999
0.9799996,-3.189201,1.919999,2,3.839998,3.686397,-10.66,0,2,0,0.9599996,1.843199,1.919999,3.839998,3.839998
0.9999996,-3.150001,1.959999,2,3.919998,3.841597,-10.66,0,2,0,0.9799996,1.920798,1.959999,3.919998,3.919998
1.02,-3.110001,1.999999,2,3.999998,3.999997,-10.66,0,2,0,0.9999996,1.999998,1.999999,3.999998,3.999998
1.04,-3.069201,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.06,-3.0284,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.08,-2.9876,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.1,-2.9468,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.12,-2.906,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.14,-2.8652,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.159999,-2.8244,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.179999,-2.7836,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.199999,-2.7428,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.219999,-2.702,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.239999,-2.6612,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.259999,-2.620399,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.279999,-2.579599,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.299999,-2.538799,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.319999,-2.497999,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.339999,-2.457199,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.359999,-2.416399,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.379999,-2.375599,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.399999,-2.334799,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.419999,-2.293999,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.439999,-2.253199,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.459999,-2.212399,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.479999,-2.171598,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.499999,-2.130798,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.519999,-2.089998,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.539999,-2.049198,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.559999,-2.008398,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.579999,-1.967598,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.599999,-1.926798,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.619999,-1.885998,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.639999,-1.845198,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.659999,-1.804398,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.679999,-1.763598,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.699999,-1.722798,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.719999,-1.681998,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.739999,-1.641198,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.759999,-1.600398,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.779999,-1.559598,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.799999,-1.518798,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.819999,-1.477998,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.839999,-1.437198,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.859999,-1.396398,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.879999,-1.355598,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.899999,-1.314798,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.919999,-1.273998,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.939999,-1.233199,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.959999,-1.192399,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.979999,-1.151599,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
1.999999,-1.110799,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.019999,-1.069999,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.039999,-1.029199,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.059999,-0.9883987,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.079999,-0.9475987,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.099999,-0.9067987,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.119999,-0.8659987,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.139999,-0.8251988,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.159999,-0.7843988,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.179999,-0.7435988,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.199999,-0.7027988,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.219999,-0.6619989,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.239999,-0.6211989,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.259999,-0.5803989,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.279999,-0.5395989,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.299999,-0.498799,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.319999,-0.457999,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.339998,-0.417199,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.359998,-0.376399,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.379998,-0.3355991,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.399998,-0.2947991,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.419998,-0.2539991,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.439998,-0.2131991,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.459998,-0.1723992,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.479998,-0.1315992,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.499998,-0.09079921,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.519998,-0.04999922,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.539998,-0.009199239,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.559998,0.03160074,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.579998,0.07240073,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.599998,0.1132007,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.619998,0.1540007,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.639998,0.1948007,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.659998,0.2356007,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.679998,0.2764006,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.699998,0.3172006,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.719998,0.3580006,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.739998,0.3988006,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.759998,0.4396005,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.779998,0.4804005,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.799998,0.5212005,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.819998,0.5620005,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.839998,0.6028004,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.859998,0.6436004,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.879998,0.6844004,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.899998,0.7252004,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.919998,0.7660003,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.939998,0.8068003,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.959998,0.8476003,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.979998,0.8884003,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
2.999998,0.9292002,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.019998,0.9700002,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.039998,1.0108,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.059998,1.0516,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.079998,1.0924,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.099998,1.1332,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.119998,1.174,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.139998,1.2148,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.159998,1.2556,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.179998,1.2964,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.199998,1.3372,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.219998,1.378,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.239998,1.4188,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.259998,1.4596,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.279998,1.5004,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.299998,1.5412,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.319998,1.582,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.339998,1.6228,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.359998,1.6636,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.379997,1.7044,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.399997,1.7452,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.419997,1.786,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.439997,1.8268,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.459997,1.8676,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.479997,1.9084,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.499997,1.9492,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.519997,1.99,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.539997,2.0308,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.559997,2.0716,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.579997,2.1124,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.599997,2.1532,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.619997,2.194,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.639997,2.2348,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.659997,2.2756,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.679997,2.3164,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.699997,2.3572,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.719997,2.398,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.739997,2.438801,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.759997,2.479601,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.779997,2.520401,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.799997,2.561201,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.819997,2.602001,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.839997,2.642801,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.859997,2.683601,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.879997,2.724401,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.899997,2.765201,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.919997,2.806001,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.939997,2.846802,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.959997,2.887602,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.979997,2.928402,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
3.999997,2.969202,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.019997,3.010002,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.039997,3.050802,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.059997,3.091602,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.079997,3.132402,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.099997,3.173202,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.119997,3.214002,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.139997,3.254802,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.159997,3.295603,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.179997,3.336403,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.199997,3.377203,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.219997,3.418003,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.239997,3.458803,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.259997,3.499603,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.279997,3.540403,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.299997,3.581203,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.319997,3.622003,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.339997,3.662803,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.359997,3.703604,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
4.379997,3.744404,2.039999,2,4.079998,4.161597,-10.66,0,2,0,1.02,2.080798,2.039999,4.079998,4.079998
